 Power_incident_on_the_upper_outer_target_(MW)___________________________ (pUOmw)_______________________      0.0000E+00 OP 
 Ohmic_heating_power_(MW)________________________________________________ (pohmmw)______________________      2.5757E-10 OP 
 Fraction_of_alpha_power_deposited_in_plasma_____________________________ (falpha)______________________      9.5000E-01    
 Fraction_of_alpha_power_to_electrons____________________________________ (falpe)_______________________      7.3831E-01    
 Fraction_of_alpha_power_to_ions_________________________________________ (falpi)_______________________      2.6169E-01    
 Ion_transport_(MW)______________________________________________________ (ptrimw)______________________      1.3559E+02 OP 
 Electron_transport_(MW)_________________________________________________ (ptremw)______________________      1.4127E+02 OP 
 Injection_power_to_ions_(MW)____________________________________________ (pinjimw)_____________________      0.0000E+00 OP 
 Injection_power_to_electrons_(MW)_______________________________________ (pinjemw)_____________________      1.5000E+02 OP 
 Ignited_plasma_switch_(0=not_ignited,_1=ignited)________________________ (ignite)______________________              0    
 Power_into_divertor_zone_via_charged_particles_(MW)_____________________ (pdivt)_______________________      1.4840E+02 OP 
 Pdivt_/_R_ratio_(MW/m)_(On_peak_divertor)_______________________________ (pdivmax/physics_variables.rma      4.1221E+01 OP 
 Pdivt_Bt_/_qAR_ratio_(MWT/m)_(On_peak_divertor)_________________________ (pdivmaxbt/qar)_______________      1.1620E+01 OP 
 ITER_1996_scaling:_nominal_(MW)_________________________________________ (pthrmw(1))___________________      2.1765E+01 OP 
 ITER_1996_scaling:_upper_bound_(MW)_____________________________________ (pthrmw(2))___________________      3.5741E+01 OP 
 ITER_1996_scaling:_lower_bound_(MW)_____________________________________ (pthrmw(3))___________________      1.3078E+01 OP 
 ITER_1997_scaling_(1)_(MW)______________________________________________ (pthrmw(4))___________________      4.2550E+01 OP 
 ITER_1997_scaling_(2)_(MW)______________________________________________ (pthrmw(5))___________________      5.0817E+01 OP 
 Martin_2008_scaling:_nominal_(MW)_______________________________________ (pthrmw(6))___________________      4.7731E+01 OP 
 Martin_2008_scaling:_95%_upper_bound_(MW)_______________________________ (pthrmw(7))___________________      6.0965E+01 OP 
 Martin_2008_scaling:_95%_lower_bound_(MW)_______________________________ (pthrmw(8))___________________      3.4497E+01 OP 
 Snipes_2000_scaling:_nominal_(MW)_______________________________________ (pthrmw(9))___________________      2.2367E+01 OP 
 Snipes_2000_scaling:_upper_bound_(MW)___________________________________ (pthrmw(10))__________________      3.0119E+01 OP 
 Snipes_2000_scaling:_lower_bound_(MW)___________________________________ (pthrmw(11))__________________      1.6478E+01 OP 
 Snipes_2000_scaling_(closed_divertor):_nominal_(MW)_____________________ (pthrmw(12))__________________      9.5026E+00 OP 
 Snipes_2000_scaling_(closed_divertor):_upper_bound_(MW)_________________ (pthrmw(13))__________________      1.2505E+01 OP 
 Snipes_2000_scaling_(closed_divertor):_lower_bound_(MW)_________________ (pthrmw(14))__________________      7.1706E+00 OP 
 Hubbard_2012_L-I_threshold_-_nominal_(MW)_______________________________ (pthrmw(15))__________________      5.4249E+01 OP 
 Hubbard_2012_L-I_threshold_-_lower_bound_(MW)___________________________ (pthrmw(16))__________________      2.3527E+01 OP 
 Hubbard_2012_L-I_threshold_-_upper_bound_(MW)___________________________ (pthrmw(17))__________________      1.2509E+02 OP 
 Hubbard_2017_L-I_threshold______________________________________________ (pthrmw(18))__________________      1.8888E+02 OP 
 Martin_2008_aspect_ratio_corrected_scaling:_nominal_(MW)________________ (pthrmw(19))__________________      5.4375E+01 OP 
 Martin_2008_aspect_ratio_corrected_scaling:_95%_upper_bound_(MW)________ (pthrmw(20))__________________      6.9451E+01 OP 
 Martin_2008_aspect_ratio_corrected_scaling:_95%_lower_bound_(MW)________ (pthrmw(21))__________________      3.9299E+01 OP 
 L-H_threshold_power_(enforced)_(MW)_____________________________________ (boundl(103)*plhthresh)_______      5.4375E+01 OP 
 L-H_threshold_power_(MW)________________________________________________ (plhthresh)___________________      5.4375E+01 OP 
 Confinement_H_factor____________________________________________________ (hfact)_______________________      1.0381E+00 ITV
 Global_thermal_energy_confinement_time_(s)______________________________ (taueff)______________________      1.7777E+00    
 Ion_energy_confinement_time_(s)_________________________________________ (tauei)_______________________      1.7777E+00    
 Electron_energy_confinement_time_(s)____________________________________ (tauee)_______________________      1.7777E+00    
 n.tau_=_Volume-average_electron_density_x_Energy_confinement_time_(s/m3) (dntau)_______________________      2.1823E+20 OP 
 Triple_product__(keV_s/m3)______________________________________________ (dntau*te)____________________      2.0865E+21 OP 
 Transport_loss_power_assumed_in_scaling_law_(MW)________________________ (powerht)_____________________      2.7686E+02 OP 
 Switch_for_radiation_loss_term_usage_in_power_balance___________________ (iradloss)____________________              1    
 Radiation_power_subtracted_from_plasma_power_balance_(MW)_______________ ______________________________      1.9320E+02 OP 
 Alpha_particle_confinement_time_(s)_____________________________________ (taup)________________________      9.3871E+00    
 Alpha_particle/energy_confinement_time_ratio____________________________ (taup/taueff)_________________      5.2805E+00    
 Lower_limit_on_taup/taueff______________________________________________ (taulimit)____________________      5.0000E+00    
 Total_energy_confinement_time_including_radiation_loss_(s)______________ (total_energy_conf_time)______      1.1929E+00    
 Normalized_plasma_pressure_beta_as_defined_by_McDonald_et_al____________ (beta_mcdonald)_______________      1.2881E-01 OP 
 Normalized_ion_Larmor_radius____________________________________________ (rho_star)____________________      3.7841E-03 OP 
 Normalized_collisionality_______________________________________________ (nu_star)_____________________      2.0062E-03 OP 
 Volume_measure_of_elongation____________________________________________ (kappaa_IPB)__________________      2.5059E+00 OP 
 Total_volt-second_requirement_(Wb)______________________________________ (vsstt)_______________________      8.0235E+01 OP 
 Inductive_volt-seconds_(Wb)_____________________________________________ (vsind)_______________________      3.8571E+01 OP 
 Ejima_coefficient_______________________________________________________ (gamma)_______________________      4.0000E-01    
 Start-up_resistive_(Wb)_________________________________________________ (vsres)_______________________      4.1664E+01 OP 
 Flat-top_resistive_(Wb)_________________________________________________ (vsbrn)_______________________      1.1298E-08 OP 
 bootstrap_current_fraction_multiplier___________________________________ (cboot)_______________________      1.0000E+00    
 Bootstrap_fraction_(ITER_1989)__________________________________________ (bscf_iter89)_________________      3.2933E-01    
 Bootstrap_fraction_(Sauter_et_al)_______________________________________ (bscf_sauter)_________________      9.3507E-01    
 Bootstrap_fraction_(Nevins_et_al)_______________________________________ (bscf_nevins)_________________      9.1546E-01    
 Bootstrap_fraction_(Wilson)_____________________________________________ (bscf_wilson)_________________      9.5910E-01    
 Diamagnetic_fraction_(Hender)___________________________________________ (diacf_hender)________________      4.1083E-02    
 Diamagnetic_fraction_(SCENE)____________________________________________ (diacf_scene)_________________      3.1456E-02    
 Pfirsch-Schlueter_fraction_(SCENE)______________________________________ (pscf_scene)__________________     -1.0353E-02    
 Bootstrap_fraction_(enforced)___________________________________________ (bootipf.)____________________      9.0000E-01    
 Diamagnetic_fraction_(enforced)_________________________________________ (diaipf.)_____________________      3.1456E-02    
 Pfirsch-Schlueter_fraction_(enforced)___________________________________ (psipf.)______________________     -1.0353E-02    
 Loop_voltage_during_burn_(V)____________________________________________ (vburn)_______________________      1.1187E-11 OP 
 Plasma_resistance_(ohm)_________________________________________________ (rplas)_______________________      4.8585E-09 OP 
 Resistive_diffusion_time_(s)____________________________________________ (res_time)____________________      6.9756E+02 OP 
 Plasma_inductance_(H)___________________________________________________ (rlp)_________________________      1.6752E-06 OP 
 Coefficient_for_sawtooth_effects_on_burn_V-s_requirement________________ (csawth)______________________      1.0000E+00    
 Ratio_of_He_and_pellet_particle_confinement_times_______________________ (tauratio)____________________      1.0000E+00    
 Fuelling_rate_(nucleus-pairs/s)_________________________________________ (qfuel)_______________________      4.5193E+21 OP 
 Fuel_burn-up_rate_(reactions/s)_________________________________________ (rndfuel)_____________________      5.9867E+20 OP 
 Burn-up_fraction________________________________________________________ (burnup)______________________      1.3247E-01    
 # Energy confinement times, and required H-factors : #
 # Current Drive System #
 Current_drive_efficiency_model__________________________________________ (iefrf)_______________________             13    
 Secondary_current_drive_efficiency_model________________________________ (iefrffix)____________________              0    
 Ratio_of_power_for_flat-top_to_start-up_(MW)____________________________ (startupratio)________________      1.0000E+00    
 Auxiliary_power_used_for_plasma_heating_only_(MW)_______________________ (pheat)_______________________      0.0000E+00    
 Power_injected_for_current_drive_(MW)___________________________________ (pcurrentdrivemw)_____________      1.5000E+02    
 Maximum_Allowed_Bootstrap_current_fraction______________________________ (bscfmax)_____________________      9.0000E-01    
 Fusion_gain_factor_Q____________________________________________________ (bigq)________________________      1.1200E+01 OP 
 Auxiliary_current_drive_(A)_____________________________________________ (auxiliary_cd)________________      1.8166E+06 OP 
 Current_drive_efficiency_(A/W)__________________________________________ (effcd)_______________________      1.2110E-02 OP 
 Normalised_current_drive_efficiency,_gamma_(10^20_A/W-m2)_______________ (gamcd)_______________________      0.0000E+00 OP 
 Wall_plug_to_injector_efficiency________________________________________ (etacd)_______________________      4.5000E-01    
 EC_harmonic_number______________________________________________________ (harnum)______________________      2.0000E+00    
 EC_cutoff_wave_mode_switch______________________________________________ (wave_mode)___________________              0    
 Bootstrap_fraction______________________________________________________ (bootipf)_____________________      9.0000E-01    
 Diamagnetic_fraction____________________________________________________ (diaipf)______________________      3.1456E-02    
 Pfirsch-Schlueter_fraction______________________________________________ (psipf)_______________________     -1.0353E-02    
 Auxiliary_current_drive_fraction________________________________________ (faccd)_______________________      7.8897E-02    
 Inductive_fraction______________________________________________________ (facoh)_______________________      1.0000E-10    
 Total___________________________________________________________________ (plasipf+faccd+facoh)_________      1.0000E+00    
 Fraction_of_the_plasma_current_produced_by_non-inductive_means__________ (fvsbrnni)____________________      1.0000E+00    
 Electron_cyclotron_injected_power_(MW)__________________________________ (echpwr)______________________      1.5000E+02 OP 
 Maximum_allowable_ECRH_power_(MW)_______________________________________ (pinjalw)_____________________      1.5000E+02    
 ECH_wall_plug_efficiency________________________________________________ (etaech)______________________      4.5000E-01    
 ECH_wall_plug_power_(MW)________________________________________________ (echwpow)_____________________      3.3333E+02 OP 
 # Times #
 Initial_charge_time_for_CS_from_zero_current_(s)________________________ (tramp)_______________________      4.6049E+01    
 Plasma_current_ramp-up_time_(s)_________________________________________ (tohs)________________________      4.6049E+01    
 Heating_time_(s)________________________________________________________ (t_fusion_ramp)_______________      1.0000E+01    
 Burn_time_(s)___________________________________________________________ (tburn)_______________________      1.0000E+03 OP 
 Reset_time_to_zero_current_for_CS_(s)___________________________________ (tqnch)_______________________      4.6049E+01    
 Time_between_pulses_(s)_________________________________________________ (tdwell)______________________      1.0000E+02    
 Total_plant_cycle_time_(s)______________________________________________ (tcycle)______________________      1.2481E+03 OP 
 Flux_expansion__________________________________________________________ (flux_exp)____________________      2.0000E+00    
 Field_line_angle_wrt_to_target_divertor_plate_(degrees)_________________ (beta_div)____________________      5.0000E-01 ITV
 Divertor_heat_load_(MW/m2)______________________________________________ (hldiv)_______________________      4.5438E+01    
 # Radial Build #
 TF_coil_radial_placement_switch_________________________________________ (tf_in_cs)____________________              1    
 TF_coil_radial_placement_switch_________________________________________ (tf_in_cs)____________________              1    
 Machine_bore_hole_(m)___________________________________________________ (bore)________________________      1.5001E-01 ITV
 TF_coil_inboard_leg_(m)_________________________________________________ (tfcth)_______________________      7.0006E-01    
 CS_precompresion_to_TF_coil_radial_gap_(m)______________________________ (gapoh)_______________________      0.0000E+00    
 CS_radial_thickness_(m)_________________________________________________ (ohcth)_______________________      1.0000E-01    
 CS_precompression_(m)___________________________________________________ (precomp)_____________________      2.0234E-02    
 TF_coil_inboard_leg_insulation_gap_(m)__________________________________ (tftsgap)_____________________      1.0000E-02    
 Thermal_shield,_inboard_(m)_____________________________________________ (thshield_ib)_________________      3.4000E-02    
 thermal_shield_to_vessel_radial_gap_(m)_________________________________ (gapds)_______________________      1.0000E-02    
 Inboard_vacuum_vessel_radial_thickness_(m)______________________________ (d_vv_in)_____________________      0.0000E+00    
 Inner_radiation_shield_radial_thickness_(m)_____________________________ (shldith)_____________________      4.1569E-01 ITV
 Gap_(m)_________________________________________________________________ (vvblgap)_____________________      1.0000E-02    
 Inboard_blanket_radial_thickness_(m)____________________________________ (blnkith)_____________________      0.0000E+00    
 Inboard_first_wall_radial_thickness_(m)_________________________________ (fwith)_______________________      5.0000E-02    
 Inboard_scrape-off_radial_thickness_(m)_________________________________ (scrapli)_____________________      1.0000E-01    
 Outboard_scrape-off_radial_thickness_(m)________________________________ (scraplo)_____________________      1.0000E-02    
 Outboard_first_wall_radial_thickness_(m)________________________________ (fwoth)_______________________      5.0000E-02    
 Outboard_blanket_radial_thickness_(m)___________________________________ (blnkoth)_____________________      1.3300E+00    
 Outer_radiation_shield_radial_thickness_(m)_____________________________ (shldoth)_____________________      3.0000E-01    
 Outboard_vacuum_vessel_radial_thickness_(m)_____________________________ (d_vv_out)____________________      3.0000E-01    
 Vessel_to_TF_radial_gap_(m)_____________________________________________ (gapsto)______________________      0.0000E+00    
 Thermal_shield,_outboard_(m)____________________________________________ (thshield_ob)_________________      6.2500E-02    
 Gap_(m)_________________________________________________________________ (tftsgap)_____________________      1.0000E-02    
 TF_coil_outboard_leg_radial_thickness_(m)_______________________________ (tfthko)______________________      7.0006E-01    
 # Vertical Build #
 Divertor_null_switch____________________________________________________ (i_single_null)_______________              0    
 Cryostat_roof_structure*________________________________________________ (clh1)________________________      1.8277E+00    
 Thermal_shield,_vertical_(m)____________________________________________ (thshield_vb)_________________      6.2500E-02    
 Vessel_-_TF_coil_vertical_gap_(m)_______________________________________ (vgap2)_______________________      2.0000E+00    
 Topside_vacuum_vessel_radial_thickness_(m)______________________________ (d_vv_top)____________________      3.0000E-01    
 Top_radiation_shield_thickness_(m)______________________________________ (shldtth)_____________________      7.0000E-01    
 Divertor_structure_vertical_thickness_(m)_______________________________ (divfix)______________________      1.2270E+00    
 Top_scrape-off_vertical_thickness_(m)___________________________________ (vgaptop)_____________________      1.0000E-04    
 Plasma_half-height_(m)__________________________________________________ (rminor*kappa)________________      5.9800E+00    
 Bottom_scrape-off_vertical_thickness_(m)________________________________ (vgap)________________________      1.0000E-04    
 Divertor_structure_vertical_thickness_(m)_______________________________ (divfix)______________________      1.2270E+00    
 Bottom_radiation_shield_thickness_(m)___________________________________ (shldlth)_____________________      7.0000E-01    
 Underside_vacuum_vessel_radial_thickness_(m)____________________________ (d_vv_bot)____________________      3.0000E-01    
 External_cryostat_thickness_(excludes_structure)_(m)____________________ (ddwex)_______________________      7.0000E-02    
 Ratio_of_Central_Solenoid_height_to_TF_coil_internal_height_____________ (ohhghf)______________________      7.1000E-01    
 Width_of_neutral_beam_duct_where_it_passes_between_the_TF_coils_(m)_____ (beamwd)______________________      5.8000E-01    
 # TF coils  #
 Allowable_maximum_shear_stress_in_TF_coil_case_(Tresca_criterion)_(Pa)__ (sig_tf_case_max)_____________      8.5000E+08    
 Allowable_maximum_shear_stress_in_TF_coil_conduit_(Tresca_criterion)_(Pa (sig_tf_wp_max)_______________      7.0000E+08    
 WP_transverse_modulus_(GPa)_____________________________________________ (eyoung_wp_trans*1.0d-9)______      3.3677E+00 OP 
 WP_vertical_modulus_(GPa)_______________________________________________ (eyoung_wp_axial*1.0d-9)______      3.7806E+01 OP 
 WP_transverse_Poissons_ratio____________________________________________ (poisson_wp_trans)____________      3.0674E-01 OP 
 WP_vertical-transverse_Pois._rat._______________________________________ (poisson_wp_axial)____________      3.2663E-01 OP 
 Radial____stress_at_maximum_shear_of_layer_1_(Pa)_______________________ (sig_tf_r_max(1))_____________     -4.3982E-06    
 toroidal__stress_at_maximum_shear_of_layer_1_(Pa)_______________________ (sig_tf_t_max(1))_____________     -2.9324E+08    
 Vertical__stress_at_maximum_shear_of_layer_1_(Pa)_______________________ (sig_tf_z_max(1))_____________      1.4690E+08    
 Von-Mises_stress_at_maximum_shear_of_layer_1_(Pa)_______________________ (sig_tf_vmises_max(1))________      3.8813E+08    
 Maximum_shear_stress_for_the_Tresca_yield_criterion_1_(Pa)______________ (sig_tf_tresca_max(1))________      4.4014E+08    
 Radial____stress_at_maximum_shear_of_layer_2_(Pa)_______________________ (sig_tf_r_max(2))_____________     -7.3731E+08    
 toroidal__stress_at_maximum_shear_of_layer_2_(Pa)_______________________ (sig_tf_t_max(2))_____________     -2.7286E+08    
 Vertical__stress_at_maximum_shear_of_layer_2_(Pa)_______________________ (sig_tf_z_max(2))_____________      1.6912E+08    
 Von-Mises_stress_at_maximum_shear_of_layer_2_(Pa)_______________________ (sig_tf_vmises_max(2))________      8.3482E+08    
 Maximum_shear_stress_for_the_Tresca_yield_criterion_2_(Pa)______________ (sig_tf_tresca_max(2))________      9.0643E+08    
 Radial____stress_at_maximum_shear_of_layer_3_(Pa)_______________________ (sig_tf_r_max(3))_____________      3.9193E-04    
 toroidal__stress_at_maximum_shear_of_layer_3_(Pa)_______________________ (sig_tf_t_max(3))_____________     -4.6967E+08    
 Vertical__stress_at_maximum_shear_of_layer_3_(Pa)_______________________ (sig_tf_z_max(3))_____________      2.3487E+08    
 Von-Mises_stress_at_maximum_shear_of_layer_3_(Pa)_______________________ (sig_tf_vmises_max(3))________      6.2134E+08    
 Maximum_shear_stress_for_the_Tresca_yield_criterion_3_(Pa)______________ (sig_tf_tresca_max(3))________      7.0454E+08    
 Conductor_technology____________________________________________________ (i_tf_sup)____________________              1    
 Superconductor_material_________________________________________________ (i_tf_sc_mat)_________________              9    
 Presence_of_TF_demountable_joints_______________________________________ (itart)_______________________              1    
 TF_inboard_leg_support_strategy_________________________________________ (i_tf_bucking)________________              1    
 Number_of_TF_coils______________________________________________________ (n_tf)________________________             16    
 Inboard_leg_centre_radius_(m)___________________________________________ (r_tf_inboard_mid)____________      5.0004E-01 OP 
 Outboard_leg_centre_radius_(m)__________________________________________ (r_tf_outboard_mid)___________      8.0225E+00 OP 
 Total_inboard_leg_radial_thickness_(m)__________________________________ (tfcth)_______________________      7.0006E-01    
 Total_outboard_leg_radial_thickness_(m)_________________________________ (tfthko)______________________      7.0006E-01    
 Outboard_leg_toroidal_thickness_(m)_____________________________________ (tftort)______________________      3.3168E-01 OP 
 Maximum_inboard_edge_height_(m)_________________________________________ (hmax)________________________      1.0280E+01 OP 
 Mean_coil_circumference_(inboard_leg_not_included)_(m)__________________ (tfleng)______________________      3.5604E+01 OP 
 Length_of_the_inboard_segment_(m)_______________________________________ (cplen)_______________________      2.1959E+01 OP 
 Vertical_TF_shape_______________________________________________________ (i_tf_shape)__________________              2    
 TF_coil_arc_point_0_R_(m)_______________________________________________ (xarc(1))_____________________      8.5007E-01    
 TF_coil_arc_point_0_Z_(m)_______________________________________________ (yarc(1))_____________________      1.0280E+01    
 TF_coil_arc_point_1_R_(m)_______________________________________________ (xarc(2))_____________________      7.6725E+00    
 TF_coil_arc_point_1_Z_(m)_______________________________________________ (yarc(2))_____________________      1.0280E+01    
 TF_coil_arc_point_2_R_(m)_______________________________________________ (xarc(3))_____________________      7.6725E+00    
 TF_coil_arc_point_2_Z_(m)_______________________________________________ (yarc(3))_____________________      0.0000E+00    
 TF_coil_arc_point_3_R_(m)_______________________________________________ (xarc(4))_____________________      7.6725E+00    
 TF_coil_arc_point_3_Z_(m)_______________________________________________ (yarc(4))_____________________     -1.0280E+01    
 TF_coil_arc_point_4_R_(m)_______________________________________________ (xarc(5))_____________________      8.5007E-01    
 TF_coil_arc_point_4_Z_(m)_______________________________________________ (yarc(5))_____________________     -1.0280E+01    
 TF_cross-section_(total)_(m2)___________________________________________ (tfareain)____________________      2.1995E+00    
 Total_steel_cross-section_(m2)__________________________________________ (a_tf_steel*n_tf)_____________      1.8124E+00    
 Total_steel_TF_fraction_________________________________________________ (f_tf_steel)__________________      8.2403E-01    
 Total_Insulation_cross-section_(total)_(m2)_____________________________ (a_tf_ins*n_tf)_______________      1.2890E-01    
 Total_Insulation_fraction_______________________________________________ (f_tf_ins)____________________      5.8606E-02    
 Casing_cross_section_area_(per_leg)_(m2)________________________________ (acasetf)_____________________      1.1328E-01    
 Inboard_leg_case_plasma_side_wall_thickness_(m)_________________________ (casthi)______________________      7.0006E-13    
 Inboard_leg_case_inboard_"nose"_thickness_(m)___________________________ (thkcas)______________________      2.6010E-01 ITV
 Inboard_leg_case_sidewall_thickness_at_its_narrowest_point_(m)__________ (casths)______________________      5.3025E-02    
 External_case_mass_per_coil_(kg)________________________________________ (whtcas)______________________      1.7412E+05 OP 
 WP_cross_section_area_with_insulation_and_insertion_(per_coil)_(m2)_____ (awpc)________________________      2.4191E-02    
 WP_cross_section_area_(per_coil)_(m2)___________________________________ (aswp)________________________      2.3233E-02    
 Winding_pack_radial_thickness_(m)_______________________________________ (dr_tf_wp)____________________      4.2362E-01 ITV
 Winding_pack_toroidal_width_1_(m)_______________________________________ (wwp1)________________________      5.7104E-02 OP 
 Winding_pack_toroidal_width_2_(m)_______________________________________ (wwp2)________________________      0.0000E+00 OP 
 Ground_wall_insulation_thickness_(m)____________________________________ (tinstf)______________________      1.0000E-03    
 Winding_pack_insertion_gap_(m)__________________________________________ (tfinsgap)____________________      1.0000E-07    
 Steel_WP_cross-section_(total)_(m2)_____________________________________ (aswp*n_tf)___________________      5.1629E-11    
 Steel_WP_fraction_______________________________________________________ (aswp/awpc)___________________      1.3339E-10    
 Insulation_WP_fraction__________________________________________________ (aiwp/awpc)___________________      2.9346E-01    
 Cable_WP_fraction_______________________________________________________ ((awpc-aswp-aiwp)/awpc)_______      7.0654E-01    
 Turn_parametrisation____________________________________________________ (i_tf_turns_integer)__________              0    
 Number_of_turns_per_TF_coil_____________________________________________ (n_tf_turn)___________________      4.0335E+01 OP 
 Width_of_turn_including_inter-turn_insulation_(m)_______________________ (t_turn_tf)___________________      2.4000E-02 OP 
 Width_of_conductor_(square)_(m)_________________________________________ (t_conductor)_________________      2.0000E-02 OP 
 Width_of_space_inside_conductor_(m)_____________________________________ (t_cable)_____________________      2.0000E-02 OP 
 Steel_conduit_thickness_(m)_____________________________________________ (thwcndut)____________________      1.0000E-12    
 Inter-turn_insulation_thickness_(m)_____________________________________ (thicndut)____________________      2.0000E-03    
 Diameter_of_central_helium_channel_in_cable_____________________________ (dhecoil)_____________________      1.0000E-02    
 internal_area_of_the_cable_space________________________________________ (acstf)_______________________      4.0000E-04    
 Coolant_fraction_in_conductor_excluding_central_channel_________________ (vftf)________________________      8.8000E-02    
 Copper_fraction_of_conductor____________________________________________ (fcutfsu)_____________________      5.5771E-01    
 Superconductor_fraction_of_conductor____________________________________ (1-fcutfsu)___________________      4.4229E-01    
 Check_total_area_fractions_in_winding_pack_=_1__________________________ ______________________________      1.0000E+00    
 minimum_TF_conductor_temperature_margin__(K)____________________________ (tmargmin_tf)_________________      0.0000E+00    
 TF_conductor_temperature_margin_(K)_____________________________________ (tmargtf)_____________________      1.3217E+01    
 Elastic_properties_behavior_____________________________________________ (i_tf_cond_eyoung_axial)______              0    
 Conductor_axial_Youngs_modulus__________________________________________ (eyoung_cond_axial)___________      0.0000E+00    
 Conductor_transverse_Youngs_modulus_____________________________________ (eyoung_cond_trans)___________      0.0000E+00    
 Superconductor_mass_per_coil_(kg)_______________________________________ (whtconsc)____________________      1.0108E+03 OP 
 Copper_mass_per_coil_(kg)_______________________________________________ (whtconcu)____________________      1.5965E+03 OP 
 Steel_conduit_mass_per_coil_(kg)________________________________________ (whtconsh)____________________      8.9612E-07 OP 
 Conduit_insulation_mass_per_coil_(kg)___________________________________ (whtconin)____________________      4.5496E+02 OP 
 Total_conduit_mass_per_coil_(kg)________________________________________ (whtcon)______________________      3.0623E+03 OP 
 Mass_of_inboard_legs_(kg)_______________________________________________ (whtcp)_______________________      1.0819E+06 OP 
 Mass_of_outboard_legs_(kg)______________________________________________ (whttflgs)____________________      1.7541E+06 OP 
 Mass_of_each_TF_coil_(kg)_______________________________________________ (whttf/n_tf)__________________      1.7725E+05 OP 
 Total_TF_coil_mass_(kg)_________________________________________________ (whttf)_______________________      2.8360E+06 OP 
 Nominal_peak_field_assuming_toroidal_symmetry_(T)_______________________ (bmaxtf)______________________      1.3834E+01 OP 
 Total_current_in_all_TF_coils_(MA)______________________________________ (ritfc/1.D6)__________________      5.7600E+01 OP 
 TF_coil_current_(summed_over_all_coils)_(A)_____________________________ (ritfc)_______________________      5.7600E+07    
 Actual_peak_field_at_discrete_conductor_(T)_____________________________ (bmaxtfrp)____________________      1.2732E+01 OP 
 Winding_pack_current_density_(A/m2)_____________________________________ (jwptf)_______________________      1.5495E+08 OP 
 Inboard_leg_mid-plane_conductor_current_density_(A/m2)__________________ (oacdcp)______________________      2.6188E+07    
 Outboard_leg_conductor_current_density_(A/m2)___________________________ (cdtfleg)_____________________      0.0000E+00    
 Total_stored_energy_in_TF_coils_(GJ)____________________________________ (estotftgj)___________________      2.0220E+01 OP 
 Inboard_vertical_tension_per_coil_(N)___________________________________ (vforce)______________________      2.1357E+07 OP 
 Outboard_vertical_tension_per_coil_(N)__________________________________ (vforce_outboard)_____________      2.9133E+07 OP 
 inboard_vertical_tension_fraction_(-)___________________________________ (f_vforce_inboard)____________      4.2300E-01 OP 
 Centring_force_per_coil_(N/m)___________________________________________ (cforce)______________________      2.4901E+07 OP 
 Max_allowed_tfcoil_variables.ripple_amplitude_at_plasma_(%)_____________ (ripmax)______________________      1.0000E+00    
 Ripple_at_plasma_edge_(%)_______________________________________________ (ripple)______________________      3.1771E-01    
 Actual_quench_time_(or_time_constant)_(s)_______________________________ (tdmptf)______________________      1.0000E+01    
 Vacuum_Vessel_stress_on_quench_(Pa)_____________________________________ (vv_stress_quench)____________             NaN OP 
 Maximum_allowed_voltage_during_quench_due_to_insulation_(kV)____________ (vdalw)_______________________      2.0000E+01    
 Actual_quench_voltage_(kV)______________________________________________ (vtfskv)______________________      2.8318E+00 OP 
 # Superconducting TF Coils #
 Superconductor_switch___________________________________________________ (isumat)______________________              9    
 Critical_field_at_zero_temperature_and_strain_(T)_______________________ (bc20m)_______________________      1.3800E+02    
 Critical_temperature_at_zero_field_and_strain_(K)_______________________ (tc0m)________________________      9.2000E+01    
 Helium_temperature_at_peak_field_(=_superconductor_temperature)_(K)_____ (thelium)_____________________      2.0000E+01    
 Total_helium_fraction_inside_cable_space________________________________ (fhetot)______________________      2.8435E-01 OP 
 Copper_fraction_of_conductor____________________________________________ (fcutfsu)_____________________      5.5771E-01    
 Residual_manufacturing_strain_on_superconductor_________________________ (str_tf_con_res)______________     -5.0000E-03    
 Self-consistent_strain_on_superconductor________________________________ (str_wp)______________________      1.1457E-03    
 Critical_current_density_in_superconductor_(A/m2)_______________________ (jcritsc)_____________________      1.0683E+09 OP 
 Critical_current_density_in_strand_(A/m2)_______________________________ (jcritstr)____________________      4.7248E+08 OP 
 Critical_current_density_in_winding_pack_(A/m2)_________________________ (jwdgcrt)_____________________      2.3481E+08 OP 
 Actual_current_density_in_winding_pack_(A/m2)___________________________ (jwdgop)______________________      1.5495E+08 OP 
 Minimum_allowed_temperature_margin_in_superconductor_(K)________________ (tmargmin_tf)_________________      0.0000E+00    
 Actual_temperature_margin_in_superconductor_(K)_________________________ (tmarg)_______________________      1.3217E+01 OP 
 Critical_current_(A)____________________________________________________ (icrit)_______________________      1.3525E+05 OP 
 Actual_current_(A)______________________________________________________ (cpttf)_______________________      8.9252E+04 OP 
 Actual_current_/_critical_current_______________________________________ (iooic)_______________________      6.5990E-01 OP 
 # Central Solenoid and PF Coils #
 Existence_of_central_solenoid___________________________________________ (bv.iohcl)____________________              0    
 PF_coil_superconductor_material_________________________________________ (isumatpf)____________________              9    
 Copper_fraction_in_conductor____________________________________________ (fcupfsu)_____________________      6.9000E-01    
 Maximum_permissible_tensile_stress_(MPa)________________________________ (sigpfcalw)___________________      5.0000E+02    
 JxB_hoop_force_fraction_supported_by_case_______________________________ (sigpfcf)_____________________      1.0000E+00    
 PF_coil_0_radius_(m)____________________________________________________ (rpf[0]_______________________      2.1500E+00    
